# mesh_dimension, injection_load, RA_index, VC_index, size_of_flit, size_of_packet_in_bits, total_received_packets, total_received_flits, received_flits_ratio, average_wireless_utilization, global_average_delay, max_delay, network_throughput, average_IP_throughput, total_energy, dynamic_energy, static_energy
8,0.21,0,4,32,2048,552,3.535E+04,0.1384,0,8423,1.954E+04,1.86,0.02907,3.657E-05,7.396E-07,3.583E-05
8,0.22,0,4,32,2048,548,3.517E+04,0.1315,0,8377,1.851E+04,1.851,0.02892,3.657E-05,7.361E-07,3.583E-05
8,0.23,0,4,32,2048,558,3.551E+04,0.127,0,8668,1.891E+04,1.869,0.0292,3.659E-05,7.542E-07,3.583E-05
8,0.24,0,4,32,2048,558,3.582E+04,0.1227,0,8657,1.84E+04,1.885,0.02946,3.661E-05,7.763E-07,3.583E-05
8,0.25,0,4,32,2048,571,3.651E+04,0.1201,0,8723,1.896E+04,1.922,0.03003,3.66E-05,7.703E-07,3.583E-05
8,0.26,0,4,32,2048,553,3.536E+04,0.1118,0,8770,1.852E+04,1.861,0.02908,3.657E-05,7.382E-07,3.583E-05
8,0.27,0,4,32,2048,551,3.5E+04,0.1066,0,8892,1.906E+04,1.842,0.02879,3.657E-05,7.384E-07,3.583E-05
8,0.28,0,4,32,2048,553,3.536E+04,0.1038,0,8881,1.968E+04,1.861,0.02907,3.658E-05,7.423E-07,3.583E-05
8,0.29,0,4,32,2048,532,3.411E+04,0.09673,0,8946,1.886E+04,1.795,0.02805,3.659E-05,7.547E-07,3.583E-05
8,0.3,0,4,32,2048,559,3.56E+04,0.0976,0,9094,1.849E+04,1.874,0.02928,3.66E-05,7.666E-07,3.583E-05
8,0.31,0,4,32,2048,541,3.462E+04,0.09185,0,9042,1.872E+04,1.822,0.02847,3.657E-05,7.374E-07,3.583E-05
8,0.32,0,4,32,2048,557,3.563E+04,0.09156,0,9160,1.900E+04,1.875,0.0293,3.66E-05,7.688E-07,3.583E-05
8,0.33,0,4,32,2048,553,3.534E+04,0.08807,0,9203,1.918E+04,1.86,0.02906,3.659E-05,7.589E-07,3.583E-05
8,0.34,0,4,32,2048,566,3.621E+04,0.08758,0,9285,1.958E+04,1.906,0.02978,3.663E-05,7.941E-07,3.583E-05
8,0.35,0,4,32,2048,555,3.538E+04,0.08314,0,9359,1.879E+04,1.862,0.0291,3.662E-05,7.841E-07,3.583E-05
8,0.36,0,4,32,2048,556,3.561E+04,0.08135,0,9155,1.934E+04,1.874,0.02928,3.66E-05,7.615E-07,3.583E-05
8,0.37,0,4,32,2048,566,3.614E+04,0.08033,0,9249,1.934E+04,1.902,0.02972,3.66E-05,7.702E-07,3.583E-05
8,0.38,0,4,32,2048,517,3.299E+04,0.07139,0,9110,1.993E+04,1.736,0.02713,3.651E-05,6.719E-07,3.583E-05
8,0.39,0,4,32,2048,548,3.529E+04,0.07442,0,9118,1.87E+04,1.858,0.02902,3.655E-05,7.168E-07,3.583E-05
8,0.4,0,4,32,2048,554,3.534E+04,0.07265,0,9359,1.967E+04,1.86,0.02906,3.662E-05,7.858E-07,3.583E-05
8,0.41,0,4,32,2048,563,3.581E+04,0.07182,0,9599,1.927E+04,1.885,0.02945,3.662E-05,7.825E-07,3.583E-05
8,0.42,0,4,32,2048,558,3.555E+04,0.0696,0,9356,1.923E+04,1.871,0.02923,3.66E-05,7.629E-07,3.583E-05
8,0.43,0,4,32,2048,567,3.616E+04,0.06915,0,9445,1.908E+04,1.903,0.02974,3.658E-05,7.463E-07,3.583E-05
8,0.44,0,4,32,2048,574,3.661E+04,0.06843,0,9506,1.981E+04,1.927,0.03011,3.662E-05,7.903E-07,3.583E-05
8,0.45,0,4,32,2048,552,3.543E+04,0.06475,0,9540,1.923E+04,1.865,0.02914,3.659E-05,7.576E-07,3.583E-05
8,0.46,0,4,32,2048,570,3.645E+04,0.06517,0,9602,1.948E+04,1.918,0.02998,3.66E-05,7.694E-07,3.583E-05
8,0.47,0,4,32,2048,563,3.581E+04,0.06266,0,9526,1.954E+04,1.885,0.02945,3.659E-05,7.565E-07,3.583E-05
8,0.48,0,4,32,2048,560,3.554E+04,0.06089,0,9392,1.963E+04,1.871,0.02923,3.66E-05,7.709E-07,3.583E-05
8,0.49,0,4,32,2048,562,3.598E+04,0.06039,0,9613,1.966E+04,1.894,0.02959,3.663E-05,7.932E-07,3.583E-05
8,0.5,0,4,32,2048,550,3.533E+04,0.05811,0,9572,1.924E+04,1.859,0.02905,3.659E-05,7.539E-07,3.583E-05
8,0.51,0,4,32,2048,553,3.531E+04,0.05694,0,9655,1.97E+04,1.858,0.02904,3.659E-05,7.518E-07,3.583E-05
8,0.52,0,4,32,2048,561,3.582E+04,0.05665,0,9550,1.954E+04,1.885,0.02946,3.66E-05,7.641E-07,3.583E-05
8,0.53,0,4,32,2048,551,3.513E+04,0.05451,0,9672,1.941E+04,1.849,0.02889,3.658E-05,7.506E-07,3.583E-05
8,0.54,0,4,32,2048,568,3.61E+04,0.05498,0,9815,1.916E+04,1.9,0.02969,3.661E-05,7.711E-07,3.583E-05
8,0.55,0,4,32,2048,556,3.557E+04,0.05319,0,9573,1.924E+04,1.872,0.02925,3.658E-05,7.485E-07,3.583E-05
8,0.56,0,4,32,2048,560,3.575E+04,0.0525,0,9658,1.959E+04,1.882,0.0294,3.657E-05,7.338E-07,3.583E-05
8,0.57,0,4,32,2048,560,3.58E+04,0.05165,0,9731,1.9E+04,1.884,0.02944,3.662E-05,7.855E-07,3.583E-05
8,0.58,0,4,32,2048,564,3.594E+04,0.05095,0,9634,1.973E+04,1.891,0.02955,3.66E-05,7.617E-07,3.583E-05
8,0.59,0,4,32,2048,559,3.577E+04,0.04985,0,9773,1.947E+04,1.882,0.02941,3.659E-05,7.607E-07,3.583E-05
8,0.6,0,4,32,2048,559,3.569E+04,0.04892,0,9715,1.971E+04,1.878,0.02935,3.659E-05,7.536E-07,3.583E-05
8,0.61,0,4,32,2048,548,3.508E+04,0.04729,0,9471,1.925E+04,1.846,0.02885,3.655E-05,7.204E-07,3.583E-05
8,0.62,0,4,32,2048,567,3.62E+04,0.04801,0,9740,1.932E+04,1.905,0.02977,3.661E-05,7.721E-07,3.583E-05
8,0.63,0,4,32,2048,557,3.559E+04,0.04646,0,9857,1.947E+04,1.873,0.02927,3.658E-05,7.503E-07,3.583E-05
8,0.64,0,4,32,2048,557,3.571E+04,0.04588,0,9811,1.919E+04,1.879,0.02936,3.66E-05,7.697E-07,3.583E-05
8,0.65,0,4,32,2048,566,3.618E+04,0.04577,0,9911,1.912E+04,1.904,0.02975,3.66E-05,7.66E-07,3.583E-05
8,0.66,0,4,32,2048,541,3.476E+04,0.04331,0,9999,1.942E+04,1.83,0.02859,3.66E-05,7.632E-07,3.583E-05
8,0.67,0,4,32,2048,558,3.554E+04,0.04362,0,9743,1.983E+04,1.87,0.02923,3.655E-05,7.19E-07,3.583E-05
8,0.68,0,4,32,2048,552,3.528E+04,0.04266,0,9833,1.968E+04,1.857,0.02901,3.66E-05,7.644E-07,3.583E-05
8,0.69,0,4,32,2048,554,3.519E+04,0.04194,0,9883,1.951E+04,1.852,0.02894,3.659E-05,7.593E-07,3.583E-05
8,0.7,0,4,32,2048,564,3.608E+04,0.04239,0,9827,1.935E+04,1.899,0.02967,3.66E-05,7.706E-07,3.583E-05
8,0.71,0,4,32,2048,537,3.42E+04,0.03961,0,9918,1.937E+04,1.8,0.02813,3.654E-05,7.107E-07,3.583E-05
8,0.72,0,4,32,2048,562,3.595E+04,0.04106,0,9740,1.961E+04,1.892,0.02957,3.66E-05,7.617E-07,3.583E-05
8,0.73,0,4,32,2048,554,3.554E+04,0.04003,0,9844,1.966E+04,1.87,0.02923,3.661E-05,7.79E-07,3.583E-05
8,0.74,0,4,32,2048,560,3.586E+04,0.03985,0,9918,1.95E+04,1.887,0.02949,3.663E-05,8.01E-07,3.583E-05
8,0.75,0,4,32,2048,561,3.604E+04,0.03952,0,9821,1.972E+04,1.897,0.02964,3.66E-05,7.653E-07,3.583E-05
8,0.76,0,4,32,2048,562,3.581E+04,0.03874,0,9721,1.94E+04,1.885,0.02945,3.662E-05,7.848E-07,3.583E-05
8,0.77,0,4,32,2048,543,3.473E+04,0.03709,0,9906,1.954E+04,1.828,0.02856,3.657E-05,7.391E-07,3.583E-05
8,0.78,0,4,32,2048,549,3.497E+04,0.03687,0,1.008E+04,1.972E+04,1.84,0.02876,3.657E-05,7.373E-07,3.583E-05
8,0.79,0,4,32,2048,559,3.581E+04,0.03727,0,9889,1.95E+04,1.885,0.02945,3.663E-05,7.995E-07,3.583E-05
8,0.8,0,4,32,2048,546,3.501E+04,0.03599,0,9778,1.938E+04,1.842,0.02879,3.655E-05,7.153E-07,3.583E-05
8,0.81,0,4,32,2048,560,3.57E+04,0.03624,0,9965,1.956E+04,1.879,0.02936,3.661E-05,7.711E-07,3.583E-05
8,0.82,0,4,32,2048,549,3.516E+04,0.03526,0,9920,1.957E+04,1.85,0.02891,3.659E-05,7.587E-07,3.583E-05
8,0.83,0,4,32,2048,559,3.574E+04,0.03541,0,9891,1.941E+04,1.881,0.02939,3.661E-05,7.715E-07,3.583E-05
8,0.84,0,4,32,2048,553,3.501E+04,0.03427,0,1.001E+04,1.956E+04,1.843,0.02879,3.657E-05,7.38E-07,3.583E-05
8,0.85,0,4,32,2048,561,3.577E+04,0.03461,0,9820,1.968E+04,1.883,0.02941,3.658E-05,7.503E-07,3.583E-05
8,0.86,0,4,32,2048,572,3.622E+04,0.03463,0,9807,1.977E+04,1.906,0.02978,3.659E-05,7.558E-07,3.583E-05
8,0.87,0,4,32,2048,561,3.567E+04,0.03372,0,9917,1.976E+04,1.877,0.02934,3.661E-05,7.762E-07,3.583E-05
8,0.88,0,4,32,2048,571,3.635E+04,0.03397,0,9849,1.952E+04,1.913,0.0299,3.662E-05,7.87E-07,3.583E-05
8,0.89,0,4,32,2048,556,3.549E+04,0.03279,0,9987,1.946E+04,1.868,0.02918,3.661E-05,7.746E-07,3.583E-05
8,0.9,0,4,32,2048,555,3.551E+04,0.03244,0,1.011E+04,1.959E+04,1.869,0.0292,3.662E-05,7.881E-07,3.583E-05
8,0.91,0,4,32,2048,578,3.677E+04,0.03323,0,9978,1.952E+04,1.935,0.03024,3.662E-05,7.836E-07,3.583E-05
8,0.92,0,4,32,2048,553,3.525E+04,0.03151,0,1.004E+04,1.961E+04,1.855,0.02899,3.661E-05,7.792E-07,3.583E-05
8,0.93,0,4,32,2048,565,3.613E+04,0.03195,0,9994,1.952E+04,1.902,0.02971,3.66E-05,7.626E-07,3.583E-05
8,0.94,0,4,32,2048,567,3.618E+04,0.03165,0,9820,1.944E+04,1.904,0.02975,3.66E-05,7.673E-07,3.583E-05
8,0.95,0,4,32,2048,541,3.477E+04,0.0301,0,9924,1.938E+04,1.83,0.02859,3.661E-05,7.741E-07,3.583E-05
8,0.96,0,4,32,2048,566,3.604E+04,0.03088,0,9970,1.958E+04,1.897,0.02964,3.661E-05,7.721E-07,3.583E-05
8,0.97,0,4,32,2048,565,3.589E+04,0.03043,0,9931,1.959E+04,1.889,0.02952,3.659E-05,7.594E-07,3.583E-05
8,0.98,0,4,32,2048,552,3.533E+04,0.02965,0,9963,1.958E+04,1.86,0.02906,3.657E-05,7.344E-07,3.583E-05
8,0.99,0,4,32,2048,558,3.554E+04,0.02952,0,1.013E+04,1.965E+04,1.87,0.02922,3.662E-05,7.818E-07,3.583E-05
