# mesh_dimension, injection_load, RA_index, VC_index, size_of_flit, size_of_packet_in_bits, total_received_packets, total_received_flits, received_flits_ratio, average_wireless_utilization, global_average_delay, max_delay, network_throughput, average_IP_throughput, total_energy, dynamic_energy, static_energy
8,0.36,0,4,32,2048,867,5.573E+04,0.1273,0,9063,1.888E+04,2.933,0.04583,3.7E-05,1.169E-06,3.583E-05
8,0.37,0,4,32,2048,896,5.758E+04,0.128,0,8540,1.907E+04,3.03,0.04735,3.7E-05,1.164E-06,3.583E-05
8,0.38,0,4,32,2048,915,5.881E+04,0.1273,0,8771,1.881E+04,3.095,0.04837,3.71E-05,1.268E-06,3.583E-05
8,0.39,0,4,32,2048,851,5.461E+04,0.1152,0,8891,1.909E+04,2.874,0.04491,3.697E-05,1.132E-06,3.583E-05
8,0.4,0,4,32,2048,880,5.626E+04,0.1157,0,9185,1.873E+04,2.961,0.04626,3.704E-05,1.205E-06,3.583E-05
8,0.41,0,4,32,2048,878,5.636E+04,0.113,0,8947,1.863E+04,2.966,0.04635,3.701E-05,1.176E-06,3.583E-05
8,0.42,0,4,32,2048,890,5.694E+04,0.1115,0,8830,1.909E+04,2.997,0.04682,3.703E-05,1.192E-06,3.583E-05
8,0.43,0,4,32,2048,868,5.563E+04,0.1064,0,8977,1.873E+04,2.928,0.04575,3.698E-05,1.15E-06,3.583E-05
8,0.44,0,4,32,2048,887,5.658E+04,0.1057,0,9088,1.829E+04,2.978,0.04653,3.704E-05,1.202E-06,3.583E-05
8,0.45,0,4,32,2048,905,5.812E+04,0.1062,0,9214,1.851E+04,3.059,0.0478,3.708E-05,1.247E-06,3.583E-05
8,0.46,0,4,32,2048,899,5.751E+04,0.1028,0,9172,1.874E+04,3.027,0.0473,3.704E-05,1.209E-06,3.583E-05
8,0.47,0,4,32,2048,862,5.536E+04,0.09686,0,8983,1.924E+04,2.914,0.04553,3.695E-05,1.112E-06,3.583E-05
8,0.48,0,4,32,2048,896,5.749E+04,0.0985,0,9088,1.928E+04,3.026,0.04728,3.705E-05,1.219E-06,3.583E-05
8,0.49,0,4,32,2048,866,5.555E+04,0.09322,0,9198,1.924E+04,2.924,0.04568,3.7E-05,1.169E-06,3.583E-05
8,0.5,0,4,32,2048,886,5.691E+04,0.0936,0,9389,1.878E+04,2.995,0.0468,3.706E-05,1.231E-06,3.583E-05
8,0.51,0,4,32,2048,907,5.798E+04,0.0935,0,9344,1.943E+04,3.052,0.04768,3.707E-05,1.236E-06,3.583E-05
8,0.52,0,4,32,2048,875,5.597E+04,0.08851,0,9330,1.932E+04,2.946,0.04602,3.697E-05,1.138E-06,3.583E-05
8,0.53,0,4,32,2048,889,5.661E+04,0.08784,0,9275,1.906E+04,2.979,0.04655,3.71E-05,1.262E-06,3.583E-05
8,0.54,0,4,32,2048,903,5.784E+04,0.08809,0,9332,1.938E+04,3.044,0.04757,3.706E-05,1.224E-06,3.583E-05
8,0.55,0,4,32,2048,879,5.658E+04,0.0846,0,9476,1.895E+04,2.978,0.04653,3.703E-05,1.192E-06,3.583E-05
8,0.56,0,4,32,2048,890,5.718E+04,0.08397,0,9568,1.875E+04,3.01,0.04703,3.706E-05,1.229E-06,3.583E-05
8,0.57,0,4,32,2048,881,5.658E+04,0.08163,0,9089,1.913E+04,2.978,0.04653,3.704E-05,1.206E-06,3.583E-05
8,0.58,0,4,32,2048,878,5.616E+04,0.07962,0,9633,1.901E+04,2.956,0.04618,3.702E-05,1.183E-06,3.583E-05
8,0.59,0,4,32,2048,853,5.456E+04,0.07605,0,9366,1.913E+04,2.872,0.04487,3.7E-05,1.164E-06,3.583E-05
8,0.6,0,4,32,2048,887,5.649E+04,0.07742,0,9462,1.914E+04,2.973,0.04645,3.705E-05,1.22E-06,3.583E-05
8,0.61,0,4,32,2048,877,5.628E+04,0.07587,0,9371,1.903E+04,2.962,0.04628,3.702E-05,1.188E-06,3.583E-05
8,0.62,0,4,32,2048,880,5.646E+04,0.07489,0,9497,1.931E+04,2.972,0.04643,3.702E-05,1.19E-06,3.583E-05
8,0.63,0,4,32,2048,849,5.46E+04,0.07127,0,9581,1.881E+04,2.874,0.0449,3.698E-05,1.142E-06,3.583E-05
8,0.64,0,4,32,2048,878,5.631E+04,0.07235,0,9594,1.916E+04,2.963,0.0463,3.703E-05,1.193E-06,3.583E-05
8,0.65,0,4,32,2048,861,5.518E+04,0.06981,0,9447,1.93E+04,2.904,0.04538,3.703E-05,1.191E-06,3.583E-05
8,0.66,0,4,32,2048,944,6.036E+04,0.0752,0,9515,1.93E+04,3.177,0.04963,3.714E-05,1.308E-06,3.583E-05
8,0.67,0,4,32,2048,910,5.826E+04,0.0715,0,9687,1.915E+04,3.066,0.04791,3.707E-05,1.24E-06,3.583E-05
8,0.68,0,4,32,2048,900,5.722E+04,0.06919,0,9641,1.927E+04,3.011,0.04705,3.706E-05,1.223E-06,3.583E-05
8,0.69,0,4,32,2048,898,5.752E+04,0.06856,0,9468,1.893E+04,3.028,0.04731,3.703E-05,1.193E-06,3.583E-05
8,0.7,0,4,32,2048,872,5.619E+04,0.06601,0,9403,1.918E+04,2.957,0.04621,3.701E-05,1.177E-06,3.583E-05
8,0.71,0,4,32,2048,869,5.546E+04,0.06423,0,9701,1.943E+04,2.919,0.0456,3.699E-05,1.154E-06,3.583E-05
8,0.72,0,4,32,2048,888,5.674E+04,0.0648,0,9363,1.899E+04,2.986,0.04666,3.702E-05,1.183E-06,3.583E-05
8,0.73,0,4,32,2048,922,5.926E+04,0.06675,0,9666,1.958E+04,3.119,0.04873,3.707E-05,1.233E-06,3.583E-05
8,0.74,0,4,32,2048,857,5.506E+04,0.06119,0,9720,1.939E+04,2.898,0.04528,3.697E-05,1.137E-06,3.583E-05
8,0.75,0,4,32,2048,891,5.702E+04,0.06252,0,9768,1.933E+04,3.001,0.04689,3.707E-05,1.234E-06,3.583E-05
8,0.76,0,4,32,2048,870,5.563E+04,0.06019,0,9435,1.937E+04,2.928,0.04575,3.704E-05,1.201E-06,3.583E-05
8,0.77,0,4,32,2048,855,5.464E+04,0.05835,0,9442,1.937E+04,2.876,0.04493,3.697E-05,1.14E-06,3.583E-05
8,0.78,0,4,32,2048,891,5.699E+04,0.06009,0,9572,1.962E+04,2.999,0.04687,3.706E-05,1.228E-06,3.583E-05
8,0.79,0,4,32,2048,874,5.592E+04,0.05821,0,9687,1.927E+04,2.943,0.04598,3.7E-05,1.17E-06,3.583E-05
8,0.8,0,4,32,2048,887,5.682E+04,0.05841,0,9807,1.928E+04,2.991,0.04673,3.704E-05,1.209E-06,3.583E-05
8,0.81,0,4,32,2048,894,5.722E+04,0.05809,0,9562,1.931E+04,3.012,0.04706,3.702E-05,1.182E-06,3.583E-05
8,0.82,0,4,32,2048,827,5.277E+04,0.05292,0,9684,1.961E+04,2.777,0.0434,3.695E-05,1.117E-06,3.583E-05
8,0.83,0,4,32,2048,863,5.553E+04,0.05502,0,9789,1.952E+04,2.923,0.04567,3.7E-05,1.166E-06,3.583E-05
8,0.84,0,4,32,2048,888,5.666E+04,0.05547,0,9464,1.899E+04,2.982,0.0466,3.701E-05,1.177E-06,3.583E-05
8,0.85,0,4,32,2048,862,5.523E+04,0.05344,0,9379,1.946E+04,2.907,0.04542,3.697E-05,1.133E-06,3.583E-05
8,0.86,0,4,32,2048,898,5.745E+04,0.05494,0,9885,1.949E+04,3.024,0.04725,3.705E-05,1.217E-06,3.583E-05
8,0.87,0,4,32,2048,931,5.966E+04,0.0564,0,9678,1.929E+04,3.14,0.04906,3.708E-05,1.25E-06,3.583E-05
8,0.88,0,4,32,2048,894,5.71E+04,0.05336,0,9739,1.941E+04,3.005,0.04696,3.704E-05,1.208E-06,3.583E-05
8,0.89,0,4,32,2048,899,5.764E+04,0.05326,0,9792,1.92E+04,3.034,0.0474,3.706E-05,1.223E-06,3.583E-05
8,0.9,0,4,32,2048,891,5.715E+04,0.05222,0,9752,1.932E+04,3.008,0.047,3.708E-05,1.249E-06,3.583E-05
8,0.91,0,4,32,2048,867,5.576E+04,0.05039,0,9904,1.936E+04,2.935,0.04586,3.702E-05,1.184E-06,3.583E-05
8,0.92,0,4,32,2048,894,5.692E+04,0.05088,0,9828,1.946E+04,2.996,0.04681,3.703E-05,1.2E-06,3.583E-05
8,0.93,0,4,32,2048,909,5.814E+04,0.05142,0,9770,1.955E+04,3.06,0.04782,3.703E-05,1.2E-06,3.583E-05
8,0.94,0,4,32,2048,895,5.735E+04,0.05017,0,9960,1.938E+04,3.019,0.04716,3.709E-05,1.255E-06,3.583E-05
8,0.95,0,4,32,2048,928,5.91E+04,0.05116,0,9895,1.941E+04,3.11,0.0486,3.708E-05,1.243E-06,3.583E-05
8,0.96,0,4,32,2048,863,5.529E+04,0.04736,0,9909,1.949E+04,2.91,0.04547,3.703E-05,1.199E-06,3.583E-05
8,0.97,0,4,32,2048,830,5.32E+04,0.0451,0,9578,1.958E+04,2.8,0.04375,3.703E-05,1.194E-06,3.583E-05
8,0.98,0,4,32,2048,852,5.47E+04,0.0459,0,9522,1.916E+04,2.879,0.04498,3.698E-05,1.146E-06,3.583E-05
8,0.99,0,4,32,2048,886,5.684E+04,0.04722,0,9910,1.955E+04,2.992,0.04675,3.705E-05,1.217E-06,3.583E-05
