# mesh_dimension, injection_load, RA_index, VC_index, size_of_flit, size_of_packet_in_bits, total_received_packets, total_received_flits, received_flits_ratio, average_wireless_utilization, global_average_delay, max_delay, network_throughput, average_IP_throughput, total_energy, dynamic_energy, static_energy
8,0.3,0,4,32,2048,1781,1.141E+05,0.3128,0,6892,1.777E+04,6.005,0.09383,3.808E-05,2.248E-06,3.583E-05
8,0.31,0,4,32,2048,1842,1.178E+05,0.3124,0,6887,1.642E+04,6.198,0.09684,3.817E-05,2.338E-06,3.583E-05
8,0.32,0,4,32,2048,1776,1.137E+05,0.2921,0,7083,1.757E+04,5.982,0.09347,3.804E-05,2.207E-06,3.583E-05
8,0.33,0,4,32,2048,1742,1.116E+05,0.2781,0,7250,1.766E+04,5.874,0.09178,3.801E-05,2.173E-06,3.583E-05
8,0.34,0,4,32,2048,1690,1.081E+05,0.2615,0,7255,1.734E+04,5.691,0.08893,3.797E-05,2.136E-06,3.583E-05
8,0.35,0,4,32,2048,1800,1.156E+05,0.2715,0,7180,1.732E+04,6.082,0.09503,3.81E-05,2.263E-06,3.583E-05
8,0.36,0,4,32,2048,1805,1.158E+05,0.2646,0,7410,1.764E+04,6.096,0.09526,3.813E-05,2.297E-06,3.583E-05
8,0.37,0,4,32,2048,1690,1.081E+05,0.2403,0,7707,1.761E+04,5.691,0.08893,3.797E-05,2.138E-06,3.583E-05
8,0.38,0,4,32,2048,1711,1.098E+05,0.2377,0,7919,1.728E+04,5.781,0.09033,3.8E-05,2.164E-06,3.583E-05
8,0.39,0,4,32,2048,1788,1.144E+05,0.2412,0,7911,1.746E+04,6.019,0.09405,3.81E-05,2.27E-06,3.583E-05
8,0.4,0,4,32,2048,1741,1.116E+05,0.2294,0,7819,1.751E+04,5.872,0.09175,3.805E-05,2.22E-06,3.583E-05
8,0.41,0,4,32,2048,1777,1.134E+05,0.2275,0,7948,1.721E+04,5.97,0.09328,3.812E-05,2.282E-06,3.583E-05
8,0.42,0,4,32,2048,1726,1.106E+05,0.2166,0,7959,1.716E+04,5.823,0.09099,3.799E-05,2.156E-06,3.583E-05
8,0.43,0,4,32,2048,1687,1.08E+05,0.2066,0,7928,1.779E+04,5.687,0.08885,3.799E-05,2.153E-06,3.583E-05
8,0.44,0,4,32,2048,1780,1.138E+05,0.2127,0,8142,1.791E+04,5.988,0.09357,3.806E-05,2.231E-06,3.583E-05
8,0.45,0,4,32,2048,1687,1.081E+05,0.1976,0,7968,1.866E+04,5.69,0.0889,3.799E-05,2.159E-06,3.583E-05
8,0.46,0,4,32,2048,1783,1.141E+05,0.204,0,8093,1.844E+04,6.006,0.09385,3.809E-05,2.252E-06,3.583E-05
8,0.47,0,4,32,2048,1745,1.116E+05,0.1952,0,8211,1.776E+04,5.872,0.09175,3.805E-05,2.211E-06,3.583E-05
8,0.48,0,4,32,2048,1749,1.122E+05,0.1922,0,8046,1.796E+04,5.904,0.09225,3.807E-05,2.235E-06,3.583E-05
8,0.49,0,4,32,2048,1717,1.098E+05,0.1842,0,8135,1.891E+04,5.777,0.09027,3.804E-05,2.205E-06,3.583E-05
8,0.5,0,4,32,2048,1728,1.107E+05,0.1821,0,8150,1.784E+04,5.827,0.09105,3.802E-05,2.187E-06,3.583E-05
8,0.51,0,4,32,2048,1798,1.15E+05,0.1855,0,8097,1.747E+04,6.054,0.09459,3.812E-05,2.286E-06,3.583E-05
8,0.52,0,4,32,2048,1790,1.148E+05,0.1816,0,8365,1.802E+04,6.044,0.09443,3.811E-05,2.276E-06,3.583E-05
8,0.53,0,4,32,2048,1775,1.138E+05,0.1766,0,8425,1.869E+04,5.99,0.0936,3.808E-05,2.249E-06,3.583E-05
8,0.54,0,4,32,2048,1717,1.098E+05,0.1672,0,8414,1.825E+04,5.778,0.09028,3.8E-05,2.17E-06,3.583E-05
8,0.55,0,4,32,2048,1817,1.164E+05,0.1741,0,8437,1.746E+04,6.128,0.09575,3.814E-05,2.307E-06,3.583E-05
8,0.56,0,4,32,2048,1810,1.157E+05,0.1699,0,8547,1.806E+04,6.088,0.09513,3.814E-05,2.305E-06,3.583E-05
8,0.57,0,4,32,2048,1725,1.106E+05,0.1596,0,8691,1.799E+04,5.821,0.09095,3.806E-05,2.229E-06,3.583E-05
8,0.58,0,4,32,2048,1798,1.152E+05,0.1634,0,8354,1.83E+04,6.064,0.09475,3.812E-05,2.284E-06,3.583E-05
8,0.59,0,4,32,2048,1754,1.122E+05,0.1564,0,8631,1.813E+04,5.907,0.0923,3.807E-05,2.238E-06,3.583E-05
8,0.6,0,4,32,2048,1706,1.091E+05,0.1495,0,8581,1.858E+04,5.74,0.08968,3.799E-05,2.154E-06,3.583E-05
8,0.61,0,4,32,2048,1807,1.156E+05,0.1559,0,8604,1.861E+04,6.087,0.0951,3.813E-05,2.292E-06,3.583E-05
8,0.62,0,4,32,2048,1720,1.101E+05,0.146,0,8990,1.858E+04,5.794,0.09054,3.803E-05,2.199E-06,3.583E-05
8,0.63,0,4,32,2048,1722,1.104E+05,0.1441,0,8687,1.84E+04,5.811,0.0908,3.803E-05,2.193E-06,3.583E-05
8,0.64,0,4,32,2048,1771,1.131E+05,0.1453,0,8853,1.859E+04,5.951,0.09299,3.803E-05,2.198E-06,3.583E-05
8,0.65,0,4,32,2048,1756,1.121E+05,0.1419,0,9040,1.86E+04,5.902,0.09222,3.807E-05,2.236E-06,3.583E-05
8,0.66,0,4,32,2048,1720,1.104E+05,0.1376,0,9064,1.908E+04,5.81,0.09079,3.808E-05,2.25E-06,3.583E-05
8,0.67,0,4,32,2048,1710,1.098E+05,0.1348,0,8856,1.837E+04,5.779,0.0903,3.799E-05,2.152E-06,3.583E-05
8,0.68,0,4,32,2048,1719,1.101E+05,0.1332,0,9002,1.844E+04,5.795,0.09055,3.802E-05,2.184E-06,3.583E-05
8,0.69,0,4,32,2048,1798,1.15E+05,0.1371,0,8569,1.851E+04,6.055,0.09461,3.809E-05,2.252E-06,3.583E-05
8,0.7,0,4,32,2048,1732,1.108E+05,0.1301,0,8999,1.885E+04,5.83,0.09109,3.802E-05,2.19E-06,3.583E-05
8,0.71,0,4,32,2048,1773,1.135E+05,0.1314,0,9055,1.843E+04,5.971,0.0933,3.81E-05,2.268E-06,3.583E-05
8,0.72,0,4,32,2048,1659,1.063E+05,0.1214,0,9063,1.845E+04,5.595,0.08743,3.797E-05,2.137E-06,3.583E-05
8,0.73,0,4,32,2048,1734,1.107E+05,0.1247,0,9172,1.825E+04,5.827,0.09104,3.801E-05,2.18E-06,3.583E-05
8,0.74,0,4,32,2048,1772,1.134E+05,0.126,0,9138,1.826E+04,5.968,0.09326,3.809E-05,2.258E-06,3.583E-05
8,0.75,0,4,32,2048,1765,1.129E+05,0.1238,0,9150,1.872E+04,5.941,0.09282,3.808E-05,2.243E-06,3.583E-05
8,0.76,0,4,32,2048,1755,1.124E+05,0.1217,0,9193,1.906E+04,5.918,0.09247,3.804E-05,2.207E-06,3.583E-05
8,0.77,0,4,32,2048,1746,1.119E+05,0.1196,0,8945,1.852E+04,5.891,0.09205,3.802E-05,2.184E-06,3.583E-05
8,0.78,0,4,32,2048,1768,1.132E+05,0.1194,0,8906,1.857E+04,5.96,0.09312,3.806E-05,2.224E-06,3.583E-05
8,0.79,0,4,32,2048,1772,1.14E+05,0.1186,0,9118,1.844E+04,5.998,0.09372,3.806E-05,2.229E-06,3.583E-05
8,0.8,0,4,32,2048,1790,1.144E+05,0.1176,0,9186,1.838E+04,6.019,0.09405,3.811E-05,2.277E-06,3.583E-05
8,0.81,0,4,32,2048,1725,1.105E+05,0.1122,0,9169,1.868E+04,5.815,0.09086,3.801E-05,2.18E-06,3.583E-05
8,0.82,0,4,32,2048,1802,1.15E+05,0.1153,0,9170,1.844E+04,6.051,0.09455,3.809E-05,2.259E-06,3.583E-05
8,0.83,0,4,32,2048,1791,1.147E+05,0.1137,0,9231,1.856E+04,6.038,0.09435,3.812E-05,2.283E-06,3.583E-05
8,0.84,0,4,32,2048,1722,1.105E+05,0.1081,0,9252,1.876E+04,5.813,0.09083,3.802E-05,2.188E-06,3.583E-05
8,0.85,0,4,32,2048,1690,1.084E+05,0.1049,0,9237,1.9E+04,5.705,0.08914,3.797E-05,2.133E-06,3.583E-05
8,0.86,0,4,32,2048,1721,1.102E+05,0.1054,0,9006,1.854E+04,5.799,0.09062,3.803E-05,2.198E-06,3.583E-05
8,0.87,0,4,32,2048,1779,1.142E+05,0.108,0,9278,1.88E+04,6.012,0.09394,3.811E-05,2.275E-06,3.583E-05
8,0.88,0,4,32,2048,1749,1.119E+05,0.1046,0,9324,1.853E+04,5.891,0.09205,3.803E-05,2.193E-06,3.583E-05
8,0.89,0,4,32,2048,1788,1.146E+05,0.1059,0,9147,1.852E+04,6.032,0.09425,3.811E-05,2.274E-06,3.583E-05
8,0.9,0,4,32,2048,1658,1.064E+05,0.09726,0,9327,1.878E+04,5.602,0.08754,3.798E-05,2.148E-06,3.583E-05
8,0.91,0,4,32,2048,1735,1.113E+05,0.1006,0,9317,1.889E+04,5.857,0.09151,3.807E-05,2.236E-06,3.583E-05
8,0.92,0,4,32,2048,1789,1.145E+05,0.1024,0,9320,1.899E+04,6.029,0.0942,3.816E-05,2.326E-06,3.583E-05
8,0.93,0,4,32,2048,1701,1.095E+05,0.0968,0,9472,1.9E+04,5.761,0.09002,3.803E-05,2.193E-06,3.583E-05
8,0.94,0,4,32,2048,1718,1.102E+05,0.09644,0,9231,1.856E+04,5.802,0.09065,3.801E-05,2.179E-06,3.583E-05
8,0.95,0,4,32,2048,1768,1.131E+05,0.09793,0,9361,1.903E+04,5.954,0.09303,3.811E-05,2.279E-06,3.583E-05
8,0.96,0,4,32,2048,1739,1.113E+05,0.09535,0,9367,1.917E+04,5.858,0.09153,3.804E-05,2.203E-06,3.583E-05
8,0.97,0,4,32,2048,1761,1.131E+05,0.09586,0,9513,1.893E+04,5.951,0.09298,3.808E-05,2.246E-06,3.583E-05
8,0.98,0,4,32,2048,1747,1.118E+05,0.09379,0,9461,1.92E+04,5.883,0.09192,3.804E-05,2.204E-06,3.583E-05
8,0.99,0,4,32,2048,1716,1.096E+05,0.09108,0,9312,1.891E+04,5.771,0.09017,3.804E-05,2.201E-06,3.583E-05
