# mesh_dimension, injection_load, RA_index, VC_index, size_of_flit, size_of_packet_in_bits, total_received_packets, total_received_flits, received_flits_ratio, average_wireless_utilization, global_average_delay, max_delay, network_throughput, average_IP_throughput, total_energy, dynamic_energy, static_energy, buffer_size
8,0.2,0,4,32,2048,1813,1.161E+05,0.4774,0,4847,1.638E+04,6.111,0.09549,6.192E-05,2.535E-06,5.939E-05,4
8,0.2,0,4,32,2048,1888,1.202E+05,0.4943,0,4812,1.518E+04,6.327,0.09886,6.329E-05,3.131E-06,6.015E-05,8
8,0.2,0,4,32,2048,1954,1.254E+05,0.5157,0,4232,1.733E+04,6.601,0.1031,0.0001172,4.34E-06,0.0001129,16
8,0.2,0,4,32,2048,2085,1.339E+05,0.5506,0,3818,1.422E+04,7.048,0.1101,0.0002884,8.043E-06,0.0002803,32
8,0.2,0,4,32,2048,2255,1.445E+05,0.5943,0,3201,1.772E+04,7.608,0.1189,0.0004593,1.254E-05,0.0004467,64
8,0.21,0,4,32,2048,1804,1.154E+05,0.4518,0,5193,1.644E+04,6.072,0.09488,3.808E-05,2.246E-06,3.583E-05,2
8,0.21,0,4,32,2048,1801,1.153E+05,0.4517,0,5652,1.522E+04,6.07,0.09485,6.192E-05,2.539E-06,5.939E-05,4
8,0.21,0,4,32,2048,1888,1.207E+05,0.4726,0,5428,1.571E+04,6.351,0.09924,6.331E-05,3.16E-06,6.015E-05,8
8,0.21,0,4,32,2048,1929,1.237E+05,0.4843,0,4876,1.632E+04,6.509,0.1017,0.0001173,4.378E-06,0.0001129,16
8,0.21,0,4,32,2048,2110,1.353E+05,0.5299,0,4033,1.493E+04,7.122,0.1113,0.0002884,8.069E-06,0.0002803,32
8,0.21,0,4,32,2048,2194,1.403E+05,0.5493,0,3359,1.714E+04,7.383,0.1154,0.0004584,1.169E-05,0.0004467,64
8,0.22,0,4,32,2048,1714,1.098E+05,0.4106,0,5615,1.522E+04,5.781,0.09032,3.797E-05,2.137E-06,3.583E-05,2
8,0.22,0,4,32,2048,1877,1.2E+05,0.4484,0,5467,1.504E+04,6.314,0.09866,6.203E-05,2.642E-06,5.939E-05,4
8,0.22,0,4,32,2048,1944,1.243E+05,0.4646,0,4804,1.425E+04,6.541,0.1022,6.342E-05,3.269E-06,6.015E-05,8
8,0.22,0,4,32,2048,2011,1.288E+05,0.4813,0,5119,1.538E+04,6.776,0.1059,0.0001173,4.405E-06,0.0001129,16
8,0.22,0,4,32,2048,2167,1.389E+05,0.5191,0,4262,1.623E+04,7.308,0.1142,0.0002887,8.426E-06,0.0002803,32
8,0.22,0,4,32,2048,2262,1.451E+05,0.5425,0,3907,1.698E+04,7.639,0.1194,0.0004594,1.269E-05,0.0004467,64
8,0.23,0,4,32,2048,1762,1.129E+05,0.4038,0,5925,1.544E+04,5.943,0.09287,3.809E-05,2.254E-06,3.583E-05,2
8,0.23,0,4,32,2048,1795,1.146E+05,0.4099,0,6056,1.583E+04,6.034,0.09428,6.197E-05,2.581E-06,5.939E-05,4
8,0.23,0,4,32,2048,1918,1.229E+05,0.4395,0,5428,1.579E+04,6.47,0.1011,6.336E-05,3.208E-06,6.015E-05,8
8,0.23,0,4,32,2048,1953,1.254E+05,0.4482,0,5013,1.53E+04,6.598,0.1031,0.0001172,4.348E-06,0.0001129,16
8,0.23,0,4,32,2048,2120,1.361E+05,0.4866,0,4843,1.608E+04,7.162,0.1119,0.0002885,8.142E-06,0.0002803,32
8,0.23,0,4,32,2048,2344,1.503E+05,0.5373,0,3774,1.661E+04,7.91,0.1236,0.0004598,1.305E-05,0.0004467,64
8,0.24,0,4,32,2048,1771,1.135E+05,0.389,0,6394,1.664E+04,5.975,0.09336,3.802E-05,2.185E-06,3.583E-05,2
8,0.24,0,4,32,2048,1821,1.166E+05,0.3994,0,5927,1.626E+04,6.135,0.09586,6.198E-05,2.596E-06,5.939E-05,4
8,0.24,0,4,32,2048,1884,1.202E+05,0.4119,0,5862,1.776E+04,6.327,0.09886,6.323E-05,3.078E-06,6.015E-05,8
8,0.24,0,4,32,2048,2006,1.287E+05,0.4409,0,5388,1.637E+04,6.773,0.1058,0.0001173,4.409E-06,0.0001129,16
8,0.24,0,4,32,2048,2259,1.449E+05,0.4965,0,4207,1.476E+04,7.626,0.1192,0.000289,8.676E-06,0.0002803,32
8,0.24,0,4,32,2048,2346,1.506E+05,0.516,0,3911,1.545E+04,7.926,0.1238,0.0004598,1.312E-05,0.0004467,64
8,0.25,0,4,32,2048,1709,1.093E+05,0.3594,0,6234,1.682E+04,5.75,0.08984,3.797E-05,2.136E-06,3.583E-05,2
8,0.25,0,4,32,2048,1778,1.142E+05,0.3758,0,5832,1.666E+04,6.013,0.09395,6.189E-05,2.508E-06,5.939E-05,4
8,0.25,0,4,32,2048,1929,1.233E+05,0.4057,0,5735,1.6E+04,6.491,0.1014,6.344E-05,3.291E-06,6.015E-05,8
8,0.25,0,4,32,2048,2011,1.289E+05,0.4239,0,5542,1.538E+04,6.783,0.106,0.0001173,4.442E-06,0.0001129,16
8,0.25,0,4,32,2048,2126,1.367E+05,0.4496,0,4720,1.76E+04,7.194,0.1124,0.0002886,8.242E-06,0.0002803,32
8,0.25,0,4,32,2048,2314,1.482E+05,0.4873,0,4554,1.649E+04,7.797,0.1218,0.0004594,1.273E-05,0.0004467,64
8,0.26,0,4,32,2048,1781,1.141E+05,0.361,0,6185,1.609E+04,6.007,0.09385,3.808E-05,2.247E-06,3.583E-05,2
8,0.26,0,4,32,2048,1844,1.181E+05,0.3735,0,6355,1.544E+04,6.215,0.09711,6.198E-05,2.598E-06,5.939E-05,4
8,0.26,0,4,32,2048,1880,1.205E+05,0.3811,0,6330,1.682E+04,6.342,0.0991,6.328E-05,3.124E-06,6.015E-05,8
8,0.26,0,4,32,2048,2003,1.284E+05,0.4061,0,5426,1.574E+04,6.757,0.1056,0.0001174,4.471E-06,0.0001129,16
8,0.26,0,4,32,2048,2126,1.361E+05,0.4306,0,5505,1.537E+04,7.165,0.112,0.0002886,8.258E-06,0.0002803,32
8,0.26,0,4,32,2048,2207,1.421E+05,0.4494,0,4648,1.597E+04,7.478,0.1168,0.0004587,1.196E-05,0.0004467,64
8,0.27,0,4,32,2048,1770,1.134E+05,0.3453,0,6521,1.668E+04,5.966,0.09322,3.813E-05,2.296E-06,3.583E-05,2
8,0.27,0,4,32,2048,1785,1.144E+05,0.3486,0,6453,1.688E+04,6.023,0.09411,6.192E-05,2.535E-06,5.939E-05,4
8,0.27,0,4,32,2048,1847,1.182E+05,0.3599,0,6390,1.609E+04,6.219,0.09718,6.325E-05,3.094E-06,6.015E-05,8
8,0.27,0,4,32,2048,1939,1.237E+05,0.3769,0,5919,1.613E+04,6.512,0.1018,0.0001172,4.263E-06,0.0001129,16
8,0.27,0,4,32,2048,2268,1.451E+05,0.442,0,5501,1.72E+04,7.638,0.1193,0.000289,8.713E-06,0.0002803,32
8,0.27,0,4,32,2048,2317,1.488E+05,0.4533,0,4641,1.647E+04,7.834,0.1224,0.0004598,1.311E-05,0.0004467,64
8,0.28,0,4,32,2048,1745,1.116E+05,0.3278,0,6719,1.7E+04,5.874,0.09179,3.803E-05,2.199E-06,3.583E-05,2
8,0.28,0,4,32,2048,1836,1.179E+05,0.3462,0,6344,1.615E+04,6.203,0.09693,6.198E-05,2.592E-06,5.939E-05,4
8,0.28,0,4,32,2048,1975,1.262E+05,0.3705,0,6192,1.673E+04,6.64,0.1037,6.339E-05,3.231E-06,6.015E-05,8
8,0.28,0,4,32,2048,2041,1.308E+05,0.3841,0,5981,1.472E+04,6.883,0.1076,0.0001173,4.457E-06,0.0001129,16
8,0.28,0,4,32,2048,2095,1.345E+05,0.395,0,5468,1.654E+04,7.079,0.1106,0.0002883,8.028E-06,0.0002803,32
8,0.28,0,4,32,2048,2285,1.465E+05,0.4304,0,4733,1.655E+04,7.712,0.1205,0.0004594,1.268E-05,0.0004467,64
8,0.29,0,4,32,2048,1766,1.132E+05,0.3211,0,6836,1.663E+04,5.96,0.09313,3.812E-05,2.288E-06,3.583E-05,2
8,0.29,0,4,32,2048,1778,1.141E+05,0.3237,0,6797,1.665E+04,6.007,0.09387,6.192E-05,2.53E-06,5.939E-05,4
8,0.29,0,4,32,2048,1845,1.183E+05,0.3355,0,6315,1.574E+04,6.228,0.09731,6.329E-05,3.133E-06,6.015E-05,8
8,0.29,0,4,32,2048,1991,1.277E+05,0.3622,0,6174,1.653E+04,6.723,0.105,0.0001173,4.382E-06,0.0001129,16
8,0.29,0,4,32,2048,2053,1.319E+05,0.374,0,5546,1.788E+04,6.942,0.1085,0.0002885,8.195E-06,0.0002803,32
8,0.29,0,4,32,2048,2230,1.433E+05,0.4063,0,5145,1.641E+04,7.541,0.1178,0.0004589,1.218E-05,0.0004467,64
8,0.3,0,4,32,2048,1785,1.145E+05,0.3138,0,6817,1.68E+04,6.026,0.09415,3.81E-05,2.265E-06,3.583E-05,2
8,0.3,0,4,32,2048,1790,1.147E+05,0.3145,0,6892,1.784E+04,6.038,0.09434,6.194E-05,2.556E-06,5.939E-05,4
8,0.3,0,4,32,2048,1868,1.196E+05,0.3279,0,6559,1.802E+04,6.296,0.09838,6.327E-05,3.12E-06,6.015E-05,8
8,0.3,0,4,32,2048,2033,1.306E+05,0.358,0,6420,1.58E+04,6.874,0.1074,0.0001174,4.53E-06,0.0001129,16
8,0.3,0,4,32,2048,2114,1.356E+05,0.3718,0,5480,1.752E+04,7.139,0.1115,0.0002884,8.13E-06,0.0002803,32
8,0.3,0,4,32,2048,2210,1.419E+05,0.389,0,5252,1.875E+04,7.47,0.1167,0.0004589,1.223E-05,0.0004467,64
8,0.31,0,4,32,2048,1797,1.156E+05,0.3066,0,6921,1.595E+04,6.083,0.09505,3.811E-05,2.274E-06,3.583E-05,2
8,0.31,0,4,32,2048,1751,1.123E+05,0.2978,0,7083,1.685E+04,5.908,0.09232,6.194E-05,2.55E-06,5.939E-05,4
8,0.31,0,4,32,2048,1860,1.194E+05,0.3168,0,6737,1.592E+04,6.285,0.09821,6.329E-05,3.138E-06,6.015E-05,8
8,0.31,0,4,32,2048,2021,1.293E+05,0.3431,0,6683,1.729E+04,6.807,0.1064,0.0001174,4.557E-06,0.0001129,16
8,0.31,0,4,32,2048,2110,1.349E+05,0.3578,0,6141,1.66E+04,7.099,0.1109,0.0002886,8.312E-06,0.0002803,32
8,0.31,0,4,32,2048,2294,1.471E+05,0.3902,0,5443,1.801E+04,7.741,0.121,0.0004597,1.299E-05,0.0004467,64
8,0.32,0,4,32,2048,1759,1.126E+05,0.2893,0,7447,1.664E+04,5.924,0.09256,3.805E-05,2.218E-06,3.583E-05,2
8,0.32,0,4,32,2048,1767,1.134E+05,0.2914,0,7099,1.733E+04,5.968,0.09325,6.193E-05,2.547E-06,5.939E-05,4
8,0.32,0,4,32,2048,1911,1.227E+05,0.3154,0,6911,1.624E+04,6.46,0.1009,6.338E-05,3.226E-06,6.015E-05,8
8,0.32,0,4,32,2048,2011,1.289E+05,0.3312,0,6426,1.74E+04,6.782,0.106,0.0001174,4.532E-06,0.0001129,16
8,0.32,0,4,32,2048,2168,1.391E+05,0.3575,0,5924,1.649E+04,7.322,0.1144,0.0002886,8.313E-06,0.0002803,32
8,0.32,0,4,32,2048,2283,1.466E+05,0.3767,0,5565,1.778E+04,7.714,0.1205,0.0004594,1.267E-05,0.0004467,64
8,0.33,0,4,32,2048,1755,1.122E+05,0.2796,0,7422,1.768E+04,5.904,0.09226,3.806E-05,2.224E-06,3.583E-05,2
8,0.33,0,4,32,2048,1858,1.195E+05,0.2979,0,7125,1.803E+04,6.291,0.0983,6.199E-05,2.599E-06,5.939E-05,4
8,0.33,0,4,32,2048,1858,1.19E+05,0.2966,0,7005,1.711E+04,6.265,0.09789,6.324E-05,3.083E-06,6.015E-05,8
8,0.33,0,4,32,2048,1994,1.28E+05,0.3189,0,7085,1.706E+04,6.736,0.1052,0.0001173,4.432E-06,0.0001129,16
8,0.33,0,4,32,2048,2054,1.319E+05,0.3287,0,6294,1.584E+04,6.942,0.1085,0.0002879,7.564E-06,0.0002803,32
8,0.33,0,4,32,2048,2369,1.518E+05,0.3782,0,5262,1.843E+04,7.988,0.1248,0.0004601,1.336E-05,0.0004467,64
8,0.34,0,4,32,2048,1719,1.101E+05,0.2664,0,7197,1.689E+04,5.796,0.09057,3.801E-05,2.176E-06,3.583E-05,2
8,0.34,0,4,32,2048,1827,1.174E+05,0.284,0,7180,1.706E+04,6.18,0.09657,6.201E-05,2.626E-06,5.939E-05,4
8,0.34,0,4,32,2048,1876,1.203E+05,0.2909,0,7362,1.685E+04,6.33,0.09891,6.34E-05,3.248E-06,6.015E-05,8
8,0.34,0,4,32,2048,1991,1.278E+05,0.309,0,6610,1.759E+04,6.725,0.1051,0.0001173,4.444E-06,0.0001129,16
8,0.34,0,4,32,2048,2097,1.346E+05,0.3255,0,6417,1.762E+04,7.082,0.1107,0.0002886,8.298E-06,0.0002803,32
